file,snapshot,rx,ry,true,prob_v3,prob_v4,max_tilt,ok_v3,ok_v4
snapshot_041_X30_Y00.png,snapshot_041,30,0,1,0.9987839,0.93257946,30,True,True
snapshot_041_X30_Y10.png,snapshot_041,30,10,1,0.9957637,0.4897653,30,True,False
snapshot_041_X30_Y20.png,snapshot_041,30,20,1,0.8858057,0.58240116,30,True,True
snapshot_041_X30_Y30.png,snapshot_041,30,30,1,0.9114958,0.46606174,30,True,False
snapshot_041_X30_Y40.png,snapshot_041,30,40,1,0.5864383,0.4014756,40,True,False
snapshot_041_X40_Y00.png,snapshot_041,40,0,1,0.08825391,0.9082261,40,False,True
snapshot_041_X40_Y10.png,snapshot_041,40,10,1,0.5263795,0.92385304,40,True,True
snapshot_041_X40_Y20.png,snapshot_041,40,20,1,0.8607587,0.9571355,40,True,True
snapshot_041_X40_Y30.png,snapshot_041,40,30,1,0.9797445,0.7289393,40,True,True
snapshot_041_X40_Y40.png,snapshot_041,40,40,1,0.8313,0.74741316,40,True,True
snapshot_067_X00_Y00.png,snapshot_067,0,0,1,0.99999756,0.9996858,0,True,True
snapshot_067_X00_Y10.png,snapshot_067,0,10,1,0.999999,0.9999024,10,True,True
snapshot_067_X00_Y20.png,snapshot_067,0,20,1,0.9506763,0.6267758,20,True,True
snapshot_067_X00_Y30.png,snapshot_067,0,30,1,0.9131069,0.8737522,30,True,True
snapshot_067_X00_Y40.png,snapshot_067,0,40,1,0.15447652,0.58537054,40,False,True
snapshot_067_X10_Y00.png,snapshot_067,10,0,1,0.99986124,0.9993036,10,True,True
snapshot_067_X10_Y10.png,snapshot_067,10,10,1,0.9539184,0.986739,10,True,True
snapshot_067_X10_Y20.png,snapshot_067,10,20,1,0.98806673,0.6220039,20,True,True
snapshot_067_X10_Y30.png,snapshot_067,10,30,1,0.82870865,0.8255209,30,True,True
snapshot_067_X10_Y40.png,snapshot_067,10,40,1,0.7444378,0.91686714,40,True,True
snapshot_067_X20_Y00.png,snapshot_067,20,0,1,0.99040836,0.9988183,20,True,True
snapshot_067_X20_Y10.png,snapshot_067,20,10,1,0.88696396,0.9897359,20,True,True
snapshot_067_X20_Y20.png,snapshot_067,20,20,1,0.31527004,0.9496155,20,False,True
snapshot_067_X20_Y30.png,snapshot_067,20,30,1,0.96261716,0.86215496,30,True,True
snapshot_067_X20_Y40.png,snapshot_067,20,40,1,0.7084594,0.7592216,40,True,True
snapshot_067_X30_Y00.png,snapshot_067,30,0,1,0.96954,0.9830894,30,True,True
snapshot_067_X30_Y10.png,snapshot_067,30,10,1,0.7068229,0.9380368,30,True,True
snapshot_067_X30_Y20.png,snapshot_067,30,20,1,0.9434928,0.611011,30,True,True
snapshot_067_X30_Y30.png,snapshot_067,30,30,1,0.9836539,0.7942496,30,True,True
snapshot_067_X30_Y40.png,snapshot_067,30,40,1,0.7915686,0.89296484,40,True,True
snapshot_067_X40_Y00.png,snapshot_067,40,0,1,0.819284,0.9650749,40,True,True
snapshot_067_X40_Y10.png,snapshot_067,40,10,1,0.9418277,0.97557986,40,True,True
snapshot_067_X40_Y20.png,snapshot_067,40,20,1,0.9673399,0.8663169,40,True,True
snapshot_067_X40_Y30.png,snapshot_067,40,30,1,0.5307108,0.78853565,40,True,True
snapshot_067_X40_Y40.png,snapshot_067,40,40,1,0.96665263,0.7655816,40,True,True
snapshot_072_X00_Y00.png,snapshot_072,0,0,1,0.9999999,0.99999803,0,True,True
snapshot_072_X00_Y10.png,snapshot_072,0,10,1,0.9977042,0.99852294,10,True,True
snapshot_072_X00_Y20.png,snapshot_072,0,20,1,0.9973248,0.9801213,20,True,True
snapshot_072_X00_Y30.png,snapshot_072,0,30,1,0.8525859,0.98960936,30,True,True
snapshot_072_X00_Y40.png,snapshot_072,0,40,1,0.06395465,0.7884394,40,False,True
snapshot_072_X10_Y00.png,snapshot_072,10,0,1,0.99350333,0.9991879,10,True,True
snapshot_072_X10_Y10.png,snapshot_072,10,10,1,0.85683084,0.99814636,10,True,True
snapshot_072_X10_Y20.png,snapshot_072,10,20,1,0.8895049,0.97584707,20,True,True
snapshot_072_X10_Y30.png,snapshot_072,10,30,1,0.48707682,0.8713969,30,False,True
snapshot_072_X10_Y40.png,snapshot_072,10,40,1,0.7871709,0.8111798,40,True,True
snapshot_072_X20_Y00.png,snapshot_072,20,0,1,0.99185497,0.6458933,20,True,True
snapshot_072_X20_Y10.png,snapshot_072,20,10,1,0.9363155,0.75084794,20,True,True
snapshot_072_X20_Y20.png,snapshot_072,20,20,1,0.20468673,0.5653613,20,False,True
snapshot_072_X20_Y30.png,snapshot_072,20,30,1,0.8766203,0.8927967,30,True,True
snapshot_072_X20_Y40.png,snapshot_072,20,40,1,0.92016494,0.8548318,40,True,True
snapshot_072_X30_Y00.png,snapshot_072,30,0,1,0.9949971,0.8106786,30,True,True
snapshot_072_X30_Y10.png,snapshot_072,30,10,1,0.03930295,0.80495685,30,False,True
snapshot_072_X30_Y20.png,snapshot_072,30,20,1,0.78895366,0.47248325,30,True,False
snapshot_072_X30_Y30.png,snapshot_072,30,30,1,0.9145874,0.7008514,30,True,True
snapshot_072_X30_Y40.png,snapshot_072,30,40,1,0.86104286,0.2834508,40,True,False
snapshot_072_X40_Y00.png,snapshot_072,40,0,1,0.88636976,0.9659643,40,True,True
snapshot_072_X40_Y10.png,snapshot_072,40,10,1,0.77535504,0.33117723,40,True,False
snapshot_072_X40_Y20.png,snapshot_072,40,20,1,0.957278,0.93651325,40,True,True
snapshot_072_X40_Y30.png,snapshot_072,40,30,1,0.9041815,0.07134365,40,True,False
snapshot_072_X40_Y40.png,snapshot_072,40,40,1,0.96657366,0.5295095,40,True,True
snapshot_171_X00_Y00.png,snapshot_171,0,0,1,0.9799522,0.99962234,0,True,True
snapshot_171_X00_Y10.png,snapshot_171,0,10,1,0.9998024,0.96581185,10,True,True
snapshot_171_X00_Y20.png,snapshot_171,0,20,1,0.9862632,0.95724267,20,True,True
snapshot_171_X00_Y30.png,snapshot_171,0,30,1,0.4564252,0.96897095,30,False,True
snapshot_171_X00_Y40.png,snapshot_171,0,40,1,0.7722194,0.91044533,40,True,True
snapshot_171_X10_Y00.png,snapshot_171,10,0,1,0.9990307,0.99924284,10,True,True
snapshot_171_X10_Y10.png,snapshot_171,10,10,1,0.95823467,0.9553064,10,True,True
snapshot_171_X10_Y20.png,snapshot_171,10,20,1,0.6565831,0.826896,20,True,True
snapshot_171_X10_Y30.png,snapshot_171,10,30,1,0.90345335,0.9365488,30,True,True
snapshot_171_X10_Y40.png,snapshot_171,10,40,1,0.8673129,0.84530973,40,True,True
snapshot_171_X20_Y00.png,snapshot_171,20,0,1,0.99693316,0.9812188,20,True,True
snapshot_171_X20_Y10.png,snapshot_171,20,10,1,0.44438362,0.9795334,20,False,True
snapshot_171_X20_Y20.png,snapshot_171,20,20,1,0.73709184,0.17200387,20,True,False
snapshot_171_X20_Y30.png,snapshot_171,20,30,1,0.87481517,0.8056617,30,True,True
snapshot_171_X20_Y40.png,snapshot_171,20,40,1,0.71136796,0.52377766,40,True,True
snapshot_171_X30_Y00.png,snapshot_171,30,0,1,0.9636567,0.86120313,30,True,True
snapshot_171_X30_Y10.png,snapshot_171,30,10,1,0.9943464,0.95463705,30,True,True
snapshot_171_X30_Y20.png,snapshot_171,30,20,1,0.81042254,0.6703675,30,True,True
snapshot_171_X30_Y30.png,snapshot_171,30,30,1,0.90970963,0.4593545,30,True,False
snapshot_171_X30_Y40.png,snapshot_171,30,40,1,0.77861786,0.91586274,40,True,True
snapshot_171_X40_Y00.png,snapshot_171,40,0,1,0.9324174,0.9342904,40,True,True
snapshot_171_X40_Y10.png,snapshot_171,40,10,1,0.9604721,0.93190765,40,True,True
snapshot_171_X40_Y20.png,snapshot_171,40,20,1,0.9610646,0.78012115,40,True,True
snapshot_171_X40_Y30.png,snapshot_171,40,30,1,0.82106817,0.80798316,40,True,True
snapshot_171_X40_Y40.png,snapshot_171,40,40,1,0.76713187,0.71454275,40,True,True
snapshot_187_X00_Y00.png,snapshot_187,0,0,1,0.91933614,0.9997723,0,True,True
snapshot_187_X00_Y10.png,snapshot_187,0,10,1,0.9995299,0.9975851,10,True,True
snapshot_187_X00_Y20.png,snapshot_187,0,20,1,0.99497044,0.79770094,20,True,True
snapshot_187_X00_Y30.png,snapshot_187,0,30,1,0.9023922,0.594934,30,True,True
snapshot_187_X00_Y40.png,snapshot_187,0,40,1,0.87195027,0.58380556,40,True,True
snapshot_187_X10_Y00.png,snapshot_187,10,0,1,0.9994441,0.9696814,10,True,True
snapshot_187_X10_Y10.png,snapshot_187,10,10,1,0.10543218,0.6015745,10,False,True
snapshot_187_X10_Y20.png,snapshot_187,10,20,1,0.79270864,0.9681239,20,True,True
snapshot_187_X10_Y30.png,snapshot_187,10,30,1,0.97395474,0.9334909,30,True,True
snapshot_187_X10_Y40.png,snapshot_187,10,40,1,0.84631395,0.81596774,40,True,True
snapshot_187_X20_Y00.png,snapshot_187,20,0,1,0.9999816,0.97745174,20,True,True
snapshot_187_X20_Y10.png,snapshot_187,20,10,1,0.9286947,0.6798614,20,True,True
snapshot_187_X20_Y20.png,snapshot_187,20,20,1,0.99202806,0.45983386,20,True,False
snapshot_187_X20_Y30.png,snapshot_187,20,30,1,0.8060231,0.7119918,30,True,True
snapshot_187_X20_Y40.png,snapshot_187,20,40,1,0.92465943,0.81170654,40,True,True
snapshot_187_X30_Y00.png,snapshot_187,30,0,1,0.99961317,0.7296129,30,True,True
snapshot_187_X30_Y10.png,snapshot_187,30,10,1,0.86744916,0.8885508,30,True,True
snapshot_187_X30_Y20.png,snapshot_187,30,20,1,0.8300895,0.02567507,30,True,False
snapshot_187_X30_Y30.png,snapshot_187,30,30,1,0.86989605,0.4525996,30,True,False
snapshot_187_X30_Y40.png,snapshot_187,30,40,1,0.9634358,0.8778567,40,True,True
snapshot_187_X40_Y00.png,snapshot_187,40,0,1,0.9481358,0.86051357,40,True,True
snapshot_187_X40_Y10.png,snapshot_187,40,10,1,0.61432576,0.6815077,40,True,True
snapshot_187_X40_Y20.png,snapshot_187,40,20,1,0.3926559,0.58578163,40,False,True
snapshot_187_X40_Y30.png,snapshot_187,40,30,1,0.32899597,0.085209064,40,False,False
snapshot_187_X40_Y40.png,snapshot_187,40,40,1,0.30490893,0.29940608,40,False,False
snapshot_223_X00_Y00.png,snapshot_223,0,0,1,0.99999785,0.9999529,0,True,True
snapshot_223_X00_Y10.png,snapshot_223,0,10,1,0.99986875,0.9981914,10,True,True
snapshot_223_X00_Y20.png,snapshot_223,0,20,1,0.9857195,0.9745804,20,True,True
snapshot_223_X00_Y30.png,snapshot_223,0,30,1,0.57987475,0.8311434,30,True,True
snapshot_223_X00_Y40.png,snapshot_223,0,40,1,0.9359891,0.59577924,40,True,True
snapshot_223_X10_Y00.png,snapshot_223,10,0,1,0.99997365,0.9973257,10,True,True
snapshot_223_X10_Y10.png,snapshot_223,10,10,1,0.09723294,0.8836183,10,False,True
snapshot_223_X10_Y20.png,snapshot_223,10,20,1,0.9704654,0.943854,20,True,True
snapshot_223_X10_Y30.png,snapshot_223,10,30,1,0.85334027,0.82107604,30,True,True
snapshot_223_X10_Y40.png,snapshot_223,10,40,1,0.82415104,0.9385981,40,True,True
snapshot_223_X20_Y00.png,snapshot_223,20,0,1,0.9958739,0.8472317,20,True,True
snapshot_223_X20_Y10.png,snapshot_223,20,10,1,0.8747137,0.9563423,20,True,True
snapshot_223_X20_Y20.png,snapshot_223,20,20,1,0.8721382,0.123076916,20,True,False
snapshot_223_X20_Y30.png,snapshot_223,20,30,1,0.69421875,0.8321296,30,True,True
snapshot_223_X20_Y40.png,snapshot_223,20,40,1,0.42935455,0.68783045,40,False,True
snapshot_223_X30_Y00.png,snapshot_223,30,0,1,0.9947121,0.7264516,30,True,True
snapshot_223_X30_Y10.png,snapshot_223,30,10,1,0.9970783,0.74318457,30,True,True
snapshot_223_X30_Y20.png,snapshot_223,30,20,1,0.67398965,0.51000804,30,True,True
snapshot_223_X30_Y30.png,snapshot_223,30,30,1,0.8818571,0.46850646,30,True,False
snapshot_223_X30_Y40.png,snapshot_223,30,40,1,0.9266218,0.27828586,40,True,False
snapshot_223_X40_Y00.png,snapshot_223,40,0,1,0.9761988,0.7871472,40,True,True
snapshot_223_X40_Y10.png,snapshot_223,40,10,1,0.98248124,0.361907,40,True,False
snapshot_223_X40_Y20.png,snapshot_223,40,20,1,0.9324279,0.8406516,40,True,True
snapshot_223_X40_Y30.png,snapshot_223,40,30,1,0.9148887,0.4816072,40,True,False
snapshot_223_X40_Y40.png,snapshot_223,40,40,1,0.49216738,0.12164751,40,False,False
snapshot_306_X00_Y00.png,snapshot_306,0,0,1,0.99969536,0.98495245,0,True,True
snapshot_306_X00_Y10.png,snapshot_306,0,10,1,0.96617633,0.99740475,10,True,True
snapshot_306_X00_Y20.png,snapshot_306,0,20,1,0.91261077,0.9787456,20,True,True
snapshot_306_X00_Y30.png,snapshot_306,0,30,1,0.97571856,0.9570479,30,True,True
snapshot_306_X00_Y40.png,snapshot_306,0,40,1,0.9009505,0.92879605,40,True,True
snapshot_306_X10_Y00.png,snapshot_306,10,0,1,0.9644137,0.92878443,10,True,True
snapshot_306_X10_Y10.png,snapshot_306,10,10,1,0.86361927,0.58117664,10,True,True
snapshot_306_X10_Y20.png,snapshot_306,10,20,1,0.9299689,0.8448084,20,True,True
snapshot_306_X10_Y30.png,snapshot_306,10,30,1,0.949939,0.3412187,30,True,False
snapshot_306_X10_Y40.png,snapshot_306,10,40,1,0.93714213,0.6877927,40,True,True
snapshot_306_X20_Y00.png,snapshot_306,20,0,1,0.95071185,0.42595175,20,True,False
snapshot_306_X20_Y10.png,snapshot_306,20,10,1,0.98995847,0.65091234,20,True,True
snapshot_306_X20_Y20.png,snapshot_306,20,20,1,0.40256372,0.77615273,20,False,True
snapshot_306_X20_Y30.png,snapshot_306,20,30,1,0.8883678,0.8969067,30,True,True
snapshot_306_X20_Y40.png,snapshot_306,20,40,1,0.93338287,0.90853417,40,True,True
snapshot_306_X30_Y00.png,snapshot_306,30,0,1,0.5429549,0.71092325,30,True,True
snapshot_306_X30_Y10.png,snapshot_306,30,10,1,0.7271867,0.116150424,30,True,False
snapshot_306_X30_Y20.png,snapshot_306,30,20,1,0.8554704,0.78745556,30,True,True
snapshot_306_X30_Y30.png,snapshot_306,30,30,1,0.6724222,0.81457627,30,True,True
snapshot_306_X30_Y40.png,snapshot_306,30,40,1,0.605211,0.4206974,40,True,False
snapshot_306_X40_Y00.png,snapshot_306,40,0,1,0.9925516,0.0058652,40,True,False
snapshot_306_X40_Y10.png,snapshot_306,40,10,1,0.09057153,0.13972053,40,False,False
snapshot_306_X40_Y20.png,snapshot_306,40,20,1,0.47862217,0.53927755,40,False,True
snapshot_306_X40_Y30.png,snapshot_306,40,30,1,0.9021379,0.42161232,40,True,False
snapshot_306_X40_Y40.png,snapshot_306,40,40,1,0.78694785,0.5744877,40,True,True
